Date,Open,High,Low,Close,Adj Close,Volume
7/13/2012,31.040001,31.07,30.559999,30.719999,30.719999,8108300
7/16/2012,30.5,30.5,28.209999,28.25,28.25,24672100
7/17/2012,28.48,28.59,27.15,28.09,28.09,30438600
7/18/2012,28.309999,29.290001,28.15,29.110001,29.110001,16841800
7/19/2012,29.41,29.5,28.629999,29,29,13685100
7/20/2012,29,29.469999,28.719999,28.76,28.76,11869100
7/23/2012,28.120001,29,28.01,28.75,28.75,12390700
7/24/2012,28.82,29.450001,28.1,28.450001,28.450001,11539800
7/25/2012,28.389999,29.49,28.08,29.34,29.34,17230200
7/26/2012,27.75,28.23,26.73,26.85,26.85,64597400
7/27/2012,23.190001,24.540001,22.280001,23.709999,23.709999,123102300
7/30/2012,24,24.040001,23.030001,23.15,23.15,29285900
7/31/2012,23.370001,23.370001,21.610001,21.709999,21.709999,56179400
8/1/2012,21.5,21.58,20.84,20.879999,20.879999,44604400
8/2/2012,20.77,20.84,19.82,20.040001,20.040001,56374500
8/3/2012,20.360001,22.16,19.9,21.09,21.09,80647000
8/6/2012,21.389999,22.15,21.299999,21.92,21.92,27778900
8/7/2012,22.200001,22.450001,20.5,20.719999,20.719999,36782900
8/8/2012,20.709999,21.15,20.219999,20.719999,20.719999,29537400
8/9/2012,20.75,21.17,20.610001,21.01,21.01,15610700
8/10/2012,21.41,21.82,21.129999,21.809999,21.809999,25794700
8/13/2012,22.15,22.450001,21.4,21.6,21.6,24973100
8/14/2012,21.41,21.6,20.25,20.379999,20.379999,39308800
8/15/2012,20.639999,21.41,20.4,21.200001,21.200001,47861100
8/16/2012,20.440001,20.48,19.690001,19.870001,19.870001,157565300
8/17/2012,20.01,20.08,19,19.049999,19.049999,129293400
8/20/2012,19.049999,20.129999,18.75,20.01,20.01,101186600
8/21/2012,19.58,19.98,19.09,19.16,19.16,70640600
8/22/2012,19.360001,19.530001,18.959999,19.440001,19.440001,49892200
8/23/2012,19.5,19.73,19.360001,19.440001,19.440001,32813700
8/24/2012,19.52,19.68,19.25,19.41,19.41,29622200
8/27/2012,19.49,19.530001,19.1,19.15,19.15,20704000
8/28/2012,19.1,19.379999,18.950001,19.34,19.34,25417000
8/29/2012,19.32,19.379999,19.07,19.1,19.1,16124700
8/30/2012,19.27,19.450001,19.059999,19.09,19.09,30647500
8/31/2012,18.68,18.700001,18.030001,18.059999,18.059999,58764200
9/4/2012,18.08,18.27,17.549999,17.73,17.73,46622400
9/5/2012,18.27,18.75,18.18,18.58,18.58,60781800
9/6/2012,18.74,19.26,18.719999,18.959999,18.959999,46066500
9/7/2012,19.1,19.42,18.780001,18.98,18.98,36371700
9/10/2012,19.059999,19.200001,18.549999,18.809999,18.809999,24797800
9/11/2012,18.92,19.58,18.85,19.43,19.43,50508200
9/12/2012,20.76,21.16,20.280001,20.93,20.93,121584000
9/13/2012,20.959999,21.48,20.610001,20.709999,20.709999,65041600
9/14/2012,21.129999,22.08,20.9,22,22,72819800
9/17/2012,22.67,22.75,21.5,21.52,21.52,50667600
9/18/2012,21.6,21.98,21.370001,21.870001,21.870001,36760500
9/19/2012,21.99,23.370001,21.77,23.290001,23.290001,78782800
9/20/2012,23.02,23.24,22.540001,22.59,22.59,57248900
9/21/2012,22.969999,23.24,22.6,22.860001,22.860001,51218100
9/24/2012,21.780001,21.98,20.360001,20.790001,20.790001,79106500
9/25/2012,21.200001,21.209999,20.219999,20.280001,20.280001,46291700
9/26/2012,20.15,20.780001,19.799999,20.620001,20.620001,38271900
9/27/2012,20.99,21,20.16,20.32,20.32,30215900
9/28/2012,20.57,21.950001,20.5,21.66,21.66,65486000
10/1/2012,22.08,22.59,21.73,21.99,21.99,51262700
10/2/2012,22.08,22.49,21.82,22.27,22.27,29341400
10/3/2012,22.299999,22.49,21.799999,21.83,21.83,32000100
10/4/2012,22.32,22.4,21.41,21.950001,21.950001,46892100
10/5/2012,21.49,21.629999,20.879999,20.91,20.91,40529300
10/8/2012,20.4,20.75,20.16,20.4,20.4,32236700
10/9/2012,20.389999,20.549999,19.969999,20.23,20.23,27161800
10/10/2012,19.93,19.940001,19.450001,19.639999,19.639999,39321800
10/11/2012,19.879999,19.959999,19.610001,19.75,19.75,21817300
10/12/2012,19.75,19.799999,19.48,19.52,19.52,18809400
10/15/2012,19.68,19.879999,19.49,19.52,19.52,20189700
10/16/2012,19.68,19.690001,19.299999,19.48,19.48,21834700
10/17/2012,19.5,20.48,19.370001,19.879999,19.879999,44074500
10/18/2012,19.700001,19.790001,18.889999,18.98,18.98,52157400
10/19/2012,19,19.059999,18.799999,19,19,34835000
10/22/2012,19.200001,19.43,19.049999,19.32,19.32,32447300
10/23/2012,19.25,19.799999,19.1,19.5,19.5,78381200
10/24/2012,24.129999,24.25,22.85,23.23,23.23,228949900
10/25/2012,23.290001,23.309999,22.469999,22.559999,22.559999,76142000
10/26/2012,22.4,22.879999,21.879999,21.940001,21.940001,73175800
10/31/2012,20.82,21.5,20.73,21.110001,21.110001,99378200
11/1/2012,21.08,21.440001,21.01,21.209999,21.209999,37713900
11/2/2012,21.26,21.690001,21.07,21.18,21.18,38344400
11/5/2012,21.1,21.48,20.92,21.25,21.25,31806700
11/6/2012,21.24,21.370001,20.99,21.17,21.17,29062700
11/7/2012,20.85,20.950001,20.370001,20.469999,20.469999,33396800
11/8/2012,20.52,20.73,19.98,19.99,19.99,34254600
11/9/2012,19.959999,20,19.129999,19.209999,19.209999,42295500
11/12/2012,19.15,20.17,18.870001,20.07,20.07,67349200
11/13/2012,19.610001,20.110001,19.559999,19.860001,19.860001,71775100
11/14/2012,20.1,22.5,19.93,22.360001,22.360001,229751000
11/15/2012,22.34,22.5,21.65,22.17,22.17,78857700
11/16/2012,22.25,23.93,22.18,23.559999,23.559999,107182200
11/19/2012,23.959999,24.120001,22.82,22.92,22.92,85021300
11/20/2012,22.73,23.9,22.700001,23.1,23.1,46655300
11/21/2012,23.219999,24.530001,23.049999,24.32,24.32,89862400
11/23/2012,24.58,24.68,23.879999,24,24,29520900
11/26/2012,24.940001,26.09,24.809999,25.940001,25.940001,123865000
11/27/2012,26.040001,26.5,25.459999,26.15,26.15,85760600
11/28/2012,25.940001,26.49,25.75,26.360001,26.360001,49205600
11/29/2012,26.5,27.52,26.16,27.32,27.32,88759700
11/30/2012,27.26,28,26.76,28,28,127049600
12/3/2012,28,28.879999,26.98,27.040001,27.040001,123526100
12/4/2012,27.059999,27.76,26.68,27.459999,27.459999,72869200
12/5/2012,27.75,27.9,27.26,27.709999,27.709999,58976300
12/6/2012,27.68,27.75,26.82,26.969999,26.969999,46001500
12/7/2012,27.07,27.780001,26.84,27.49,27.49,51751900
12/10/2012,27.17,28.17,27.1,27.84,27.84,50608500
12/11/2012,28.07,28.24,27.66,27.98,27.98,77099100
12/12/2012,28,28.139999,27.370001,27.58,27.58,46704200
12/13/2012,27.59,28.75,27.43,28.24,28.24,81051600
12/14/2012,28.18,28.33,26.76,26.809999,26.809999,91631600
12/17/2012,26.77,27,26.32,26.75,26.75,57742500
12/18/2012,26.959999,27.91,26.9,27.709999,27.709999,60512900
12/19/2012,27.83,28.219999,26.950001,27.41,27.41,61390300
12/20/2012,27.49,27.6,27.129999,27.360001,27.360001,35574800
12/21/2012,26.66,27.01,26.120001,26.26,26.26,54555200
12/24/2012,26.5,26.959999,26.200001,26.93,26.93,28230100
12/26/2012,27.030001,27.18,26.379999,26.51,26.51,33175400
12/27/2012,26.549999,26.799999,25.52,26.049999,26.049999,43481700
12/28/2012,25.48,26.110001,25.15,25.91,25.91,56574800
12/31/2012,26.200001,26.99,26.110001,26.620001,26.620001,60374500
1/2/2013,27.440001,28.18,27.42,28,28,69846400
1/3/2013,27.879999,28.469999,27.59,27.77,27.77,63140600
1/4/2013,28.01,28.93,27.83,28.76,28.76,72715400
1/7/2013,28.690001,29.790001,28.65,29.42,29.42,83781800
1/8/2013,29.51,29.6,28.860001,29.059999,29.059999,45871300
1/9/2013,29.67,30.6,29.49,30.59,30.59,104787700
1/10/2013,30.6,31.450001,30.280001,31.299999,31.299999,95316400
1/11/2013,31.280001,31.959999,31.1,31.719999,31.719999,89598000
1/14/2013,32.080002,32.209999,30.620001,30.950001,30.950001,98892800
1/15/2013,30.639999,31.709999,29.879999,30.1,30.1,173242600
1/16/2013,30.209999,30.35,29.530001,29.85,29.85,75332700
1/17/2013,30.08,30.42,30.030001,30.139999,30.139999,40256700
1/18/2013,30.309999,30.440001,29.27,29.66,29.66,49631500
1/22/2013,29.75,30.889999,29.74,30.73,30.73,55243300
1/23/2013,31.1,31.5,30.799999,30.82,30.82,48899800
1/24/2013,31.27,31.49,30.809999,31.08,31.08,43845100
1/25/2013,31.41,31.93,31.129999,31.540001,31.540001,54363600
1/28/2013,31.879999,32.509998,31.809999,32.470001,32.470001,59682500
1/29/2013,32,32.07,30.709999,30.790001,30.790001,72976500
1/30/2013,30.98,31.49,30.879999,31.24,31.24,87682100
1/31/2013,29.15,31.469999,28.74,30.98,30.98,190744900
2/1/2013,31.01,31.02,29.629999,29.73,29.73,85856700
2/4/2013,29.059999,29.200001,28.01,28.110001,28.110001,92362200
2/5/2013,28.26,28.959999,28.040001,28.639999,28.639999,47948200
2/6/2013,28.74,29.290001,28.66,29.049999,29.049999,38375900
2/7/2013,29.110001,29.15,28.27,28.65,28.65,34540100
2/8/2013,28.889999,29.17,28.51,28.549999,28.549999,37708800
2/11/2013,28.610001,28.68,28.040001,28.26,28.26,37361800
2/12/2013,27.67,28.16,27.1,27.370001,27.370001,93498700
2/13/2013,27.360001,28.32,27.309999,27.91,27.91,50164000
2/14/2013,28.02,28.629999,28.01,28.5,28.5,35615800
2/15/2013,28.52,28.75,28.09,28.32,28.32,33109300
2/19/2013,28.23,29.08,28.120001,28.93,28.93,49396400
2/20/2013,28.92,29.049999,28.33,28.459999,28.459999,42098200
2/21/2013,28.280001,28.549999,27.15,27.280001,27.280001,49642300
2/22/2013,27.620001,27.629999,26.82,27.129999,27.129999,36350200
2/25/2013,27.16,27.639999,27.15,27.27,27.27,34652000
2/26/2013,27.360001,27.459999,26.700001,27.389999,27.389999,31611700
2/27/2013,27.34,27.34,26.629999,26.870001,26.870001,44319700
2/28/2013,26.84,27.299999,26.34,27.25,27.25,83027800
3/1/2013,27.049999,28.120001,26.809999,27.780001,27.780001,54064800
3/4/2013,27.76,28.059999,27.440001,27.719999,27.719999,32400700
3/5/2013,27.879999,28.18,27.209999,27.52,27.52,40622200
3/6/2013,28.1,28.129999,27.35,27.450001,27.450001,33532600
3/7/2013,27.57,28.68,27.469999,28.58,28.58,74540200
3/8/2013,28.43,28.469999,27.73,27.959999,27.959999,44198900
3/11/2013,28.01,28.639999,27.83,28.139999,28.139999,35642100
3/12/2013,28.1,28.32,27.6,27.83,27.83,27569600
3/13/2013,27.620001,27.65,26.92,27.08,27.08,39619500
3/14/2013,27.1,27.43,26.83,27.040001,27.040001,27646400
3/15/2013,27.030001,27.059999,26.559999,26.65,26.65,31597400
3/18/2013,26.370001,26.790001,25.780001,26.49,26.49,26653700
3/19/2013,26.530001,26.9,26.209999,26.549999,26.549999,25254200
3/20/2013,26.68,26.690001,25.780001,25.860001,25.860001,44006500
3/21/2013,25.66,26.110001,25.559999,25.74,25.74,24336100
3/22/2013,25.799999,26.01,25.629999,25.73,25.73,18456300
3/25/2013,25.75,25.799999,25.08,25.129999,25.129999,39199000
3/26/2013,25.08,25.48,25.030001,25.209999,25.209999,26957200
3/27/2013,25,26.280001,24.719999,26.09,26.09,52297400
3/28/2013,26.09,26.17,25.52,25.58,25.58,28585700
4/1/2013,25.629999,25.889999,25.280001,25.530001,25.530001,22249300
4/2/2013,25.77,26.120001,25.299999,25.42,25.42,35153300
4/3/2013,25.83,26.389999,25.700001,26.25,26.25,48195200
4/4/2013,26.620001,27.23,26.110001,27.07,27.07,82016800
4/5/2013,26.860001,27.799999,26.610001,27.389999,27.389999,64566600
4/8/2013,27.190001,27.200001,26.629999,26.85,26.85,27256000
4/9/2013,26.58,26.889999,26.42,26.59,26.59,21311100
4/10/2013,27.01,27.84,26.9,27.57,27.57,45949400
4/11/2013,27.48,28.1,27.25,28.02,28.02,33368500
4/12/2013,28,28,27.24,27.4,27.4,28697400
4/15/2013,27.16,27.48,26.360001,26.52,26.52,30275400
4/16/2013,26.809999,27.110001,26.4,26.92,26.92,27365900
4/17/2013,26.65,27.200001,26.389999,26.629999,26.629999,26440600
4/18/2013,26.82,26.82,25.15,25.690001,25.690001,39059000
4/19/2013,25.620001,25.959999,25.33,25.73,25.73,20380900
4/22/2013,25.809999,26.360001,25.700001,25.969999,25.969999,25687600
4/23/2013,26.219999,26.33,25.77,25.98,25.98,25191500
4/24/2013,25.93,26.4,25.799999,26.110001,26.110001,19729900
4/25/2013,26.07,26.4,26,26.139999,26.139999,17150000
4/26/2013,26.6,27.620001,26.6,26.85,26.85,33018000
4/29/2013,27.16,27.41,26.860001,26.98,26.98,29201100
4/30/2013,27.129999,27.85,27.01,27.77,27.77,36245700
5/1/2013,27.85,27.92,27.309999,27.43,27.43,64567600
5/2/2013,28.01,29.02,27.98,28.969999,28.969999,104257000
5/3/2013,29.040001,29.07,28.15,28.309999,28.309999,58506400
5/6/2013,28.33,28.459999,27.48,27.57,27.57,43939400
5/7/2013,27.549999,27.85,26.85,26.889999,26.889999,41259100
5/8/2013,26.879999,27.299999,26.65,27.120001,27.120001,34654900
5/9/2013,27.08,27.549999,26.85,27.040001,27.040001,33457200
5/10/2013,27.139999,27.299999,26.57,26.68,26.68,30847100
5/13/2013,26.6,27.33,26.530001,26.82,26.82,29068800
5/14/2013,26.889999,27.280001,26.82,27.07,27.07,24930300
5/15/2013,26.92,26.99,26.4,26.6,26.6,30299800
5/16/2013,26.48,26.549999,25.9,26.129999,26.129999,35499100
5/17/2013,26.4,26.6,26.200001,26.25,26.25,29462700
5/20/2013,26.18,26.190001,25.690001,25.76,25.76,42402900
5/21/2013,25.870001,26.08,25.59,25.66,25.66,26261300
5/22/2013,25.65,25.85,24.92,25.16,25.16,45314500
5/23/2013,24.799999,25.530001,24.77,25.059999,25.059999,37663100
5/24/2013,24.969999,24.969999,24.08,24.309999,24.309999,58727900
5/28/2013,24.540001,24.540001,23.92,24.1,24.1,50079700
5/29/2013,23.790001,23.809999,23.26,23.32,23.32,64237800
5/30/2013,24.129999,24.780001,23.93,24.549999,24.549999,60733200
5/31/2013,24.629999,24.950001,24.27,24.35,24.35,35925000
6/3/2013,24.27,24.32,23.709999,23.85,23.85,35733800
6/4/2013,23.889999,23.93,23.32,23.52,23.52,34760800
6/5/2013,23.35,23.709999,22.790001,22.9,22.9,53819700
6/6/2013,22.99,23.09,22.67,22.969999,22.969999,31260700
6/7/2013,23.030001,23.4,22.860001,23.290001,23.290001,38699200
6/10/2013,24.059999,24.6,23.99,24.33,24.33,58393000
6/11/2013,24.030001,24.35,24,24.030001,24.030001,29885900
6/12/2013,24.16,24.26,23.58,23.77,23.77,26445800
6/13/2013,23.719999,23.83,23.27,23.73,23.73,31189300
6/14/2013,23.559999,23.889999,23.26,23.629999,23.629999,30677100
6/17/2013,23.91,24.25,23.75,24.02,24.02,33664500
6/18/2013,24.09,24.690001,24.08,24.209999,24.209999,36709100
6/19/2013,24.200001,25.190001,24.1,24.309999,24.309999,31790600
6/20/2013,24.280001,24.75,23.65,23.9,23.9,42765600
6/21/2013,24.59,24.700001,24.049999,24.530001,24.530001,45833900
6/24/2013,23.950001,24.110001,23.379999,23.940001,23.940001,40626000
6/25/2013,24.139999,24.43,24.040001,24.25,24.25,24713200
6/26/2013,24.51,24.65,23.99,24.16,24.16,29890300
6/27/2013,24.24,24.84,24.209999,24.66,24.66,34694100
6/28/2013,24.68,24.98,24.42,24.879999,24.879999,96778900
7/1/2013,24.969999,25.059999,24.620001,24.809999,24.809999,20582200
7/2/2013,24.700001,24.77,24.299999,24.41,24.41,18394100
7/3/2013,24.219999,24.709999,24.15,24.52,24.52,10404400
7/5/2013,24.65,24.66,24.200001,24.370001,24.370001,20229500
7/8/2013,24.469999,25.040001,24.42,24.709999,24.709999,27064600
7/9/2013,25.07,25.49,25.030001,25.48,25.48,30387900
7/10/2013,25.58,25.83,25.469999,25.799999,25.799999,26721800
7/11/2013,25.959999,26,25.450001,25.809999,25.809999,26777400
7/12/2013,25.74,25.93,25.549999,25.91,25.91,16537900
7/15/2013,25.93,26.43,25.65,26.280001,26.280001,24234000
7/16/2013,26.389999,26.75,26.01,26.32,26.32,30817600
7/17/2013,26.370001,26.780001,26.299999,26.65,26.65,21518500
7/18/2013,26.75,26.77,26.120001,26.18,26.18,24806900
7/19/2013,25.82,26.110001,25.6,25.879999,25.879999,46539700
7/22/2013,25.99,26.129999,25.719999,26.049999,26.049999,27526300
7/23/2013,26.1,26.299999,25.969999,26.129999,26.129999,28221600
7/24/2013,26.32,26.530001,26.049999,26.51,26.51,82635600
7/25/2013,33.540001,34.880001,32.75,34.360001,34.360001,365457900
7/26/2013,33.77,34.73,33.560001,34.009998,34.009998,136028900
7/29/2013,34.07,35.630001,34.009998,35.43,35.43,124718800
7/30/2013,35.650002,37.959999,35.32,37.630001,37.630001,173582800
7/31/2013,37.959999,38.310001,36.330002,36.799999,36.799999,154828700
8/1/2013,37.299999,38.290001,36.919998,37.490002,37.490002,106066500
8/2/2013,37.66,38.490002,37.5,38.049999,38.049999,73058500
8/5/2013,38.43,39.32,38.25,39.189999,39.189999,79994800
8/6/2013,39.110001,39.25,37.939999,38.549999,38.549999,63950800
8/7/2013,38.610001,38.939999,37.700001,38.869999,38.869999,68854800
8/8/2013,39.130001,39.189999,38.43,38.540001,38.540001,41301000
8/9/2013,38.59,38.740002,38.009998,38.5,38.5,43532300
8/12/2013,38.200001,38.5,38.099998,38.220001,38.220001,31161000
8/13/2013,38.240002,38.32,36.77,37.02,37.02,65379200
8/14/2013,36.830002,37.549999,36.619999,36.650002,36.650002,48423900
8/15/2013,36.360001,37.07,36.02,36.560001,36.560001,56521100
8/16/2013,36.970001,37.490002,36.900002,37.080002,37.080002,45840800
8/19/2013,37.43,38.279999,37.139999,37.810001,37.810001,57609600
8/20/2013,38.349998,38.580002,37.689999,38.41,38.41,57995200
8/21/2013,38.380001,38.849998,38.150002,38.32,38.32,46116900
8/22/2013,38.369999,38.75,38.34,38.549999,38.549999,21931200
8/23/2013,39,40.630001,38.93,40.549999,40.549999,86442300
8/26/2013,40.900002,41.939999,40.619999,41.34,41.34,94162400
8/27/2013,40.68,41.200001,39.419998,39.639999,39.639999,72695100
8/28/2013,39.959999,40.849998,39.880001,40.549999,40.549999,57918200
8/29/2013,40.889999,41.779999,40.799999,41.279999,41.279999,58303400
8/30/2013,42.02,42.259998,41.060001,41.290001,41.290001,67735100
9/3/2013,41.84,42.16,41.509998,41.869999,41.869999,48774900
9/4/2013,42.009998,42.169998,41.439999,41.779999,41.779999,42581900
9/5/2013,41.790001,42.77,41.77,42.66,42.66,50035400
9/6/2013,43.09,44.610001,42.400002,43.950001,43.950001,117535700
9/9/2013,44.360001,44.790001,43.700001,44.040001,44.040001,75794700
9/10/2013,44.240002,44.259998,43.23,43.599998,43.599998,54540300
9/11/2013,43.389999,45.09,43.110001,45.040001,45.040001,72328300
9/12/2013,45.529999,45.619999,44.650002,44.75,44.75,68072300
9/13/2013,45.040001,45.080002,43.93,44.310001,44.310001,52765300
9/16/2013,44.849998,44.939999,42.43,42.509998,42.509998,70424200
9/17/2013,42.5,45.439999,42.43,45.07,45.07,91934600
9/18/2013,44.84,45.470001,44.400002,45.23,45.23,79317000
9/19/2013,45.509998,46.049999,45.23,45.98,45.98,63972400
9/20/2013,46.32,47.599998,45.740002,47.490002,47.490002,115508400
9/23/2013,47.279999,47.549999,46.290001,47.189999,47.189999,75177000
9/24/2013,48.509998,49.66,48.16,48.450001,48.450001,136716100
9/25/2013,49.23,49.540001,48.459999,49.459999,49.459999,87879700
9/26/2013,50.009998,50.599998,49.5,50.389999,50.389999,98220100
9/27/2013,50.290001,51.279999,49.860001,51.240002,51.240002,81410500
9/30/2013,50.139999,51.599998,49.799999,50.23,50.23,100095000
10/1/2013,49.970001,51.029999,49.450001,50.419998,50.419998,98114000
10/2/2013,50.130001,51.099998,49.950001,50.279999,50.279999,62834000
10/3/2013,50.470001,50.720001,49.060001,49.18,49.18,82045000
10/4/2013,49.77,51.16,49.57,51.040001,51.040001,74447000
10/7/2013,50.73,51.290001,50.400002,50.52,50.52,57204000
10/8/2013,50.599998,50.599998,47.080002,47.139999,47.139999,136081000
10/9/2013,47.380001,47.84,45.259998,46.77,46.77,147297000
10/10/2013,47.869999,49.68,47.830002,49.049999,49.049999,99774000
10/11/2013,49.18,49.869999,48.790001,49.110001,49.110001,58428000
10/14/2013,48.310001,49.630001,47.91,49.509998,49.509998,68781000
10/15/2013,49.990002,51,49.18,49.5,49.5,81167000
10/16/2013,50.040001,51.240002,49.900002,51.139999,51.139999,64678000
10/17/2013,51.119999,52.220001,50.950001,52.209999,52.209999,71522000
10/18/2013,54.18,54.830002,53.599998,54.220001,54.220001,88260000
10/21/2013,54.68,54.810001,53.509998,53.849998,53.849998,58235000
10/22/2013,54.330002,54.759998,52.200001,52.68,52.68,83204000
10/23/2013,51.75,52.25,51.130001,51.900002,51.900002,57207000
10/24/2013,52.380001,52.84,51.59,52.450001,52.450001,46775000
10/25/2013,53.18,53.240002,51.880001,51.950001,51.950001,45085000
10/28/2013,51.540001,51.700001,49.610001,50.23,50.23,73472000
10/29/2013,50.73,50.790001,49.25,49.400002,49.400002,102143000
10/30/2013,50,50.209999,48.75,49.009998,49.009998,127073000
10/31/2013,47.16,52,46.5,50.209999,50.209999,248809000
11/1/2013,50.849998,52.09,49.720001,49.75,49.75,95033000
11/4/2013,49.369999,49.75,48.02,48.220001,48.220001,80371000
11/5/2013,47.790001,50.18,47.509998,50.110001,50.110001,76835000
11/6/2013,50.259998,50.450001,48.709999,49.119999,49.119999,67889000
11/7/2013,49.240002,49.869999,47.299999,47.560001,47.560001,97128000
11/8/2013,47.810001,48.650002,47.25,47.529999,47.529999,70731000
11/11/2013,47.040001,47.529999,45.73,46.200001,46.200001,80910000
11/12/2013,46,47.369999,45.830002,46.610001,46.610001,68196000
11/13/2013,46.23,48.740002,46.060001,48.709999,48.709999,79245000
11/14/2013,48.700001,49.57,48.029999,48.990002,48.990002,75117000
11/15/2013,49.110001,49.48,48.709999,49.009998,49.009998,42453000
11/18/2013,48.470001,48.84,45.799999,45.830002,45.830002,85910000
11/19/2013,46.259998,47,45.720001,46.360001,46.360001,75602000
11/20/2013,46.610001,47.549999,46.310001,46.43,46.43,53933000
11/21/2013,46.990002,47.459999,46.689999,46.700001,46.700001,34886000
11/22/2013,47.040001,47.27,45.959999,46.23,46.23,40545000
11/25/2013,46.360001,46.650002,44.040001,44.82,44.82,82565000
11/26/2013,44.66,46.169998,43.549999,45.889999,45.889999,82016000
11/27/2013,45.970001,46.669998,45.529999,46.490002,46.490002,44993000
11/29/2013,46.75,47.209999,46.5,47.009998,47.009998,22953900
12/2/2013,46.900002,47.540001,46.259998,47.060001,47.060001,50774000
12/3/2013,46.75,47.200001,46.290001,46.73,46.73,32086000
12/4/2013,46.459999,48.77,46.259998,48.619999,48.619999,60890000
12/5/2013,48.150002,48.700001,47.869999,48.34,48.34,43855000
12/6/2013,48.98,49.389999,47.709999,47.939999,47.939999,42938000
12/9/2013,48.09,48.970001,47.740002,48.84,48.84,36056000
12/10/2013,48.639999,50.77,48.540001,50.25,50.25,68479000
12/11/2013,50.549999,50.77,49.009998,49.380001,49.380001,65776000
12/12/2013,51.049999,52.07,50.66,51.830002,51.830002,92723000
12/13/2013,51.66,53.5,51.34,53.32,53.32,82641000
12/16/2013,53.25,54.5,52.91,53.810001,53.810001,85119000
12/17/2013,54.759998,55.18,54.240002,54.860001,54.860001,78751000
12/18/2013,54.860001,55.889999,53.75,55.57,55.57,76003000
12/19/2013,54.330002,55.189999,53.950001,55.049999,55.049999,89753200
12/20/2013,54.93,55.150002,54.23,55.119999,55.119999,239824000
12/23/2013,55.5,58.32,55.450001,57.77,57.77,98297000
12/24/2013,58.27,58.580002,56.91,57.959999,57.959999,46617800
12/26/2013,58.32,58.380001,57.369999,57.73,57.73,55101000
12/27/2013,57.48,57.68,55.25,55.439999,55.439999,60466000
12/30/2013,54.93,55.18,53.43,53.709999,53.709999,68307000
12/31/2013,54.119999,54.860001,53.91,54.650002,54.650002,43076200
1/2/2014,54.830002,55.220001,54.189999,54.709999,54.709999,43195500
1/3/2014,55.02,55.650002,54.529999,54.560001,54.560001,38246200
1/6/2014,54.419998,57.259998,54.049999,57.200001,57.200001,68852600
1/7/2014,57.700001,58.549999,57.220001,57.919998,57.919998,77207400
1/8/2014,57.599998,58.41,57.23,58.23,58.23,56682400
1/9/2014,58.650002,58.959999,56.650002,57.220001,57.220001,92253300
1/10/2014,57.130001,58.299999,57.060001,57.939999,57.939999,42449500
1/13/2014,57.91,58.25,55.380001,55.91,55.91,63010900
1/14/2014,56.459999,57.779999,56.099998,57.740002,57.740002,37503600
1/15/2014,57.98,58.57,57.27,57.599998,57.599998,33663400
1/16/2014,57.259998,58.02,56.830002,57.189999,57.189999,34541800
